Type,GlobalId,ArchiCADProperties:Element ID,ArchiCADProperties:Hotlink und Element-ID,ArchiCADProperties:Ebene,ArchiCADProperties:Bibliothekselement-Name,ArchiCADProperties:Eindeutige ID,ArchiCADProperties:ARCHICAD IFC ID,ArchiCADProperties:Externe IFC ID,ArchiCADProperties:Kollidierende Räume,ArchiCADProperties:Zugehöriger Raumname,ArchiCADProperties:Zugehörige Raumnummer,ArchiCADProperties:Geschützt,ArchiCADProperties:Verknüpfte Änderungen,ArchiCADProperties:Ursprungsgeschoss Name,ArchiCADProperties:Ursprungsgeschoss Nummer,ArchiCADProperties:Name des Eigenschafts-Objekts,ArchiCADProperties:Element-Typ,ArchiCADProperties:Absolutes Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Relatives Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Überobjekt-ID,ArchiCADProperties:Baustoffe (Alle),ArchiCADProperties:Oberfläche (Alle),ArchiCADProperties:Hotlink Master-ID,ArchiCADProperties:Deckschraffur,ArchiCADProperties:Umbau-Status,ArchiCADProperties:Anzeigen auf Umbau-Filter,ArchiCADProperties:Oberfläche,ArchiCADProperties:Einheitliche Oberfläche,ArchiCADProperties:Raumname,ArchiCADProperties:Raumnummer,ArchiCADProperties:Raumkategoriename,ArchiCADProperties:Raumkategoriecode,ArchiCADProperties:Verbundene 3D Element(e),ArchiCADProperties:ARCHICAD Klassifizierung - v2.0,IfcWallCommon:ElementID
IfcDoor,0m7xmaDuxsGRoDeynQ0YSS,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Blockrahmen 1 24,301FBC24-378E-F641-BC8D-A3CC5A02271C,0m7xmaDuxsGRoDeynQ0YSS,,Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnen/Essen,3,False,,DG,5,,Tür,,,,tbd,,FMK Tür- und Fenstergriffe; FMK Wohnungstüre,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,3ClqAnYAk0Ghau5pUHAIKC,tbd,tbd,015 Wohnungstrennwände / Kernwände,,CCBF42B1-88AB-8042-B938-17379129250C,3ClqAnYAk0Ghau5pUHAIKC,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWindow,2VWcoNAXfPIwqumcONZR4g,Fen.Nr.,Fen.Nr.,010 Aussenwände,2-Flügelfenster 24,9F826C97-2A1A-594B-AD38-C266178DB12A,2VWcoNAXfPIwqumcONZR4g,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG2,2,,Fenster,,,,tbd,,Glas Normalglas; FMK Holzfassade; FMK Fensterrahmen Aussen; FMK Fensterrahmen Innen; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Fenster,
IfcDoor,0Fjv$FAtC8IO_Jgie691mO,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Blockrahmen 1 24,0FB79FCF-2B73-0849-8F93-AACA06241C18,0Fjv$FAtC8IO_Jgie691mO,,Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnen/Essen,3,False,,DG,5,,Tür,,,,tbd,,FMK Tür- und Fenstergriffe; FMK Wohnungstüre,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,0RiWUybPJBJh76Hyd0OVw3,tbd,tbd,015 Wohnungstrennwände / Kernwände,,1BB207BC-9594-CB4E-B1C6-47C9C061FE83,0RiWUybPJBJh76Hyd0OVw3,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2FnCJsZXOVH9lrFmVQJTh0,tbd,tbd,010 Aussenwände,,8FC4C4F6-8E16-1F44-9BF5-3F07DA4DDAC0,2FnCJsZXOVH9lrFmVQJTh0,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,OG2,2,,Wand,OG3,Ursprung + 1,Ursprung + 1 (OG3),tbd,"Holzfassade 600; Luft, vertikal 300; Dämmung Flumroc Disco 760; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 710; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP); FMK Holzfassade; 00 Transparent; 20 Farbe dunkelgelb,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1Krp7Ql_TJGgzRxFYwO0oH,tbd,tbd,015 Wohnungstrennwände / Kernwände,,54D731DA-BFE7-5342-AF5B-ECF8BA600C91,1Krp7Ql_TJGgzRxFYwO0oH,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsfaserplatte 600; Holzkonstruktion (Dämmung) 650; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 600; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0TjukYfr_CIe_wT7bkYW0A,tbd,tbd,016 Innenwände ,,1DB78BA2-A75F-8C4A-8FBA-74796E8A000A,0TjukYfr_CIe_wT7bkYW0A,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG2,2,,Wand,OG3,Ursprung + 1,Ursprung + 1 (OG3),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,3Wt1b9ISHbJw__rISbFBSq,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,E0DC1949-49C4-654F-AFBE-D527253CB734,3Wt1b9ISHbJw__rISbFBSq,,Bad; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG2,2,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,0V6bxY7gGMIgRKvLlsUWtp,tbd,tbd,015 Wohnungstrennwände / Kernwände,,1F1A5EE2-1EA4-164A-A6D4-E55BF67A0DF3,0V6bxY7gGMIgRKvLlsUWtp,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,3bRUIQBB0zGgYL3IjDLX34,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,E56DE49A-2CB0-3D42-A895-0D2B4D5610C4,3bRUIQBB0zGgYL3IjDLX34,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG2,2,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,3R_MkgQI_XGR0A$JTMuyuR,tbd,tbd,016 Innenwände ,,DBF96BAA-692F-A141-B00A-FD3756E3CE1B,3R_MkgQI_XGR0A$JTMuyuR,,Bad; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG2,2,,Wand,OG3,Ursprung + 1,Ursprung + 1 (OG3),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1QWpozPvyhJeZzjyYxdbRQ,tbd,tbd,050 Geländer Balkone,,5A833CBD-679F-2B4E-88FD-B7C8BB9E56DA,1QWpozPvyhJeZzjyYxdbRQ,,,Terrasse,Terrasse,False,,DG,5,,Wand,Nicht verknüpft,Nicht verknüpft,Nicht verknüpft,tbd,Glas,Glas Normalglas,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0WBBUt$KAvGB1NugKiioZy,tbd,tbd,016 Innenwände ,,202CB7B7-FD42-B940-B057-E2A52CB328FC,0WBBUt$KAvGB1NugKiioZy,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG2,2,,Wand,OG3,Ursprung + 1,Ursprung + 1 (OG3),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,2JAPU3TXjKIhyv7TpGNwNb,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,93299783-761B-544A-BF39-1DDCD05FA5E5,2JAPU3TXjKIhyv7TpGNwNb,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,DG,5,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,2g$Yp4JxkpIPk8YLOO3Mx3,tbd,tbd,016 Innenwände ,,AAFE2CC4-4FBB-B349-9B88-8956180D6EC3,2g$Yp4JxkpIPk8YLOO3Mx3,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,32iHZ6fOXWJA8S7ym$DL9T,tbd,tbd,015 Wohnungstrennwände / Kernwände,,C2B118C6-A588-604C-A21C-1FCC3F35525D,32iHZ6fOXWJA8S7ym$DL9T,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,0rBWNUFuYSJuRnNtP6JFLH,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Blockrahmen 1 24,352E05DE-3F88-9C4F-86F1-5F76464CF551,0rBWNUFuYSJuRnNtP6JFLH,,Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,DG,5,,Tür,,,,tbd,,FMK Tür- und Fenstergriffe; FMK Wohnungstüre,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,12g1H1jxFGH8kkdjoVlrM3,tbd,tbd,015 Wohnungstrennwände / Kernwände,,42A81441-B7B3-D044-8BAE-9EDC9FBF5583,12g1H1jxFGH8kkdjoVlrM3,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcBuildingElementProxy,1dmIqQRNJMHBVMdb61hFpM,Morph-009,Morph-009,025 Decken Balkone,,67C12D1A-6D74-D644-B7D6-9E5181ACFCD6,1dmIqQRNJMHBVMdb61hFpM,,,Balkon,Balkon,False,,OG2,2,,Morph,,,,Morph-009,"Beton, Sichtbeton","Beton Sichtbeton, Löcher",,,Bestand,Alle relevanten Filter,"Beton Sichtbeton, Löcher",,,,,,,Bauteil / Bauelement - beliebig,
IfcWall,1FnsXHv4nGGwT6JFBOO5Rn,tbd,tbd,016 Innenwände ,,4FC76851-E44C-5043-A746-4CF2D86056F1,1FnsXHv4nGGwT6JFBOO5Rn,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG2,2,,Wand,OG3,Ursprung + 1,Ursprung + 1 (OG3),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0gvRItiyC1JxfKZpjYAiHW,tbd,tbd,016 Innenwände ,,2AE5B4B7-B3C3-014F-BA54-8F3B622AC460,0gvRItiyC1JxfKZpjYAiHW,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG2,2,,Wand,OG3,Ursprung + 1,Ursprung + 1 (OG3),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,0UHjn4dv2IHvb4jRFaHAE_,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Teleskoptür 24,1E46DC44-9F90-9247-9944-B5B3E444A3BE,0UHjn4dv2IHvb4jRFaHAE_,,Lift; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Treppenhaus,1,False,,DG,5,,Tür,,,,tbd,,"Metall Chrom; 1805_Fassadenputz; Farbe, grau",,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,3cBotUpeqgGQpZeDVo4HDX,tbd,tbd,015 Wohnungstrennwände / Kernwände,,E62F2DDE-CE8D-2A41-ACE3-A0D7F2111361,3cBotUpeqgGQpZeDVo4HDX,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2rXAC5gECrIPmhEMi1f4H8,tbd,tbd,015 Wohnungstrennwände / Kernwände,,B584A305-A8E3-3549-9C2B-396B01A44448,2rXAC5gECrIPmhEMi1f4H8,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2x1UXYfRZ4JuwDtdRiKShm,tbd,tbd,015 Wohnungstrennwände / Kernwände,,BB05E862-A5B8-C44F-8E8D-DE76EC51CAF0,2x1UXYfRZ4JuwDtdRiKShm,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,34PXmg8X6_HQrKSQLBgZ4T,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,C4661C2A-2211-BE45-AD54-71A54BAA311D,34PXmg8X6_HQrKSQLBgZ4T,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,11,False,,DG,5,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,15S2yFX2jWHOwN8S02dGBD,tbd,tbd,016 Innenwände ,,45702F0F-842B-6045-8E97-21C0029D02CD,15S2yFX2jWHOwN8S02dGBD,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,29ECwGzX7ZH8QElxx96gOE,tbd,tbd,016 Innenwände ,,8938CE90-F611-E344-868E-BFBEC91AA60E,29ECwGzX7ZH8QElxx96gOE,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG2,2,,Wand,OG3,Ursprung + 1,Ursprung + 1 (OG3),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0DP6zDkH2wGecZQMh75ujQ,tbd,tbd,015 Wohnungstrennwände / Kernwände,,0D646F4D-B910-BA42-89A3-696AC7178B5A,0DP6zDkH2wGecZQMh75ujQ,,Schacht; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsfaserplatte 600; Holzkonstruktion (Dämmung) 650; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 600; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2VfbMK4oKoJ81INWKDwTMw,tbd,tbd,016 Innenwände ,,9FA65594-1325-324C-8052-5E050DE9D5BA,2VfbMK4oKoJ81INWKDwTMw,,(Wohnen); Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3FZqJ2sSwKJ9ZHlvBxuZFW,tbd,tbd,016 Innenwände ,,CF8F44C2-D9CE-944C-98D1-BF92FBE233E0,3FZqJ2sSwKJ9ZHlvBxuZFW,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,27bZdNTyOfI90qZe0Y69at,tbd,tbd,016 Innenwände ,,879639D7-77C6-2948-9034-8E8022189937,27bZdNTyOfI90qZe0Y69at,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG2,2,,Wand,OG3,Ursprung + 1,Ursprung + 1 (OG3),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2b$gmbwPzNGPegclZdkAeE,tbd,tbd,016 Innenwände ,,A5FEAC25-E99F-5741-9A2A-9AF8E7B8AA0E,2b$gmbwPzNGPegclZdkAeE,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3ZRoRYpjQTGgz$1_JPZaDW,tbd,tbd,015 Wohnungstrennwände / Kernwände,,E36F26E2-CED6-9D42-AF7F-07E4D98E4360,3ZRoRYpjQTGgz$1_JPZaDW,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcSlab,0EB3mLnoZCJvUDwfrJX2um,tbd,tbd,025 Decken,,0E2C3C15-C728-CC4F-978D-EA9D53842E30,0EB3mLnoZCJvUDwfrJX2um,,Balkon; Balkon,Balkon,Raum.Nr.Kurz,False,,OG2,2,,Decke,,,,tbd,"Bodenbelag 140; Massivbau Beton, Stahlbeton 705","Beton gestrichen, dunkelgrau; Parkett Ahorn; FMK Sichtbeton",,"Holz Schalung liegend, 10cm",Bestand,Alle relevanten Filter,,,,,,,,Decke,
IfcWall,3lHOEpsS2FIAB2TifKmeul,tbd,tbd,050 Geländer Balkone,,EF4583B3-D9C0-8F48-A2C2-76CA54C28E2F,3lHOEpsS2FIAB2TifKmeul,,,Wohnen HOL,Wohnen,False,,DG,5,,Wand,Nicht verknüpft,Nicht verknüpft,Nicht verknüpft,tbd,Glas,Glas Normalglas; Glas Normalglas Brüstung,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWindow,0ghV8PHFc$HvFI4JWQzVH7,Fen.Nr.,Fen.Nr.,010 Aussenwände,2-Flügelfenster 24,2AADF219-44F9-BF47-93D2-11381AF5F447,0ghV8PHFc$HvFI4JWQzVH7,,Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Fenster,,,,tbd,,Glas Normalglas; FMK Holzfassade; FMK Fensterrahmen Aussen; FMK Fensterrahmen Innen; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Fenster,
IfcWindow,3tBifNv_p0IfzY5cgDdBHW,Fen.Nr.,Fen.Nr.,010 Aussenwände,2-Flügelfenster 24,F72ECA57-E7EC-C04A-9F62-166A8D9CB460,3tBifNv_p0IfzY5cgDdBHW,,Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Fenster,,,,tbd,,Glas Normalglas; FMK Holzfassade; FMK Fensterrahmen Aussen; FMK Fensterrahmen Innen; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Fenster,
IfcWall,0ST9WDESN$JA_tWgA$Pj7y,tbd,tbd,010 Aussenwände,,1C74980D-39C5-FF4C-AFB7-82A2BF66D1FC,0ST9WDESN$JA_tWgA$Pj7y,,Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnung,,False,,DG,5,,Wand,DA,Ursprung + 1,Ursprung + 1 (DA),tbd,"Holzfassade 600; Luft, vertikal 300; Dämmung Flumroc Disco 760; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 710; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP); FMK Holzfassade; 00 Transparent; 20 Farbe dunkelgelb,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2lmCxsQnRHJe0kI$F3j2no,tbd,tbd,010 Aussenwände,,AFC0CEF6-6B16-D14E-802E-4BF3C3B42C72,2lmCxsQnRHJe0kI$F3j2no,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Wand,Nicht verknüpft,Nicht verknüpft,Nicht verknüpft,tbd,"Holzfassade 600; Luft, vertikal 300; Dämmung Flumroc Disco 760; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 710; Holzfassade 600",FMK Verputz Innenräume; 15 Farbe gelb (SP); FMK Holzfassade; 00 Transparent; 20 Farbe dunkelgelb; 97 Farbe Antrazit (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,08JThuxucFJAZfrlD0xXbk,tbd,tbd,016 Innenwände ,,084DDAF8-EF89-8F4C-A8E9-D6F340EE196E,08JThuxucFJAZfrlD0xXbk,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Bad,4,False,,OG2,2,,Wand,OG3,Ursprung + 1,Ursprung + 1 (OG3),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2JhuAekrfxJA$wKw7E8UpR,tbd,tbd,010 Aussenwände,,93AF82A8-BB5A-7B4C-AFFA-53A1CE21ECDB,2JhuAekrfxJA$wKw7E8UpR,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL,Wohnen HOL,Wohnen,False,,DG,5,,Wand,Nicht verknüpft,Nicht verknüpft,Nicht verknüpft,tbd,"Holzfassade 600; Luft, vertikal 300; Dämmung Flumroc Disco 760; Holzkonstruktion (Dämmung) 650; Gipsfaserplatte 710; Holzfassade 600",FMK Verputz Innenräume; 15 Farbe gelb (SP); FMK Holzfassade; 00 Transparent; 20 Farbe dunkelgelb; 97 Farbe Antrazit (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2JuQQJNpJDHP2AH0zL_TQG,tbd,tbd,016 Innenwände ,,93E1A693-5F34-CD45-908A-440F55F9D690,2JuQQJNpJDHP2AH0zL_TQG,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG2,2,,Wand,OG3,Ursprung + 1,Ursprung + 1 (OG3),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
