Type,GlobalId,ArchiCADProperties:Element ID,ArchiCADProperties:Hotlink und Element-ID,ArchiCADProperties:Ebene,ArchiCADProperties:Bibliothekselement-Name,ArchiCADProperties:Eindeutige ID,ArchiCADProperties:ARCHICAD IFC ID,ArchiCADProperties:Externe IFC ID,ArchiCADProperties:Kollidierende Räume,ArchiCADProperties:Zugehöriger Raumname,ArchiCADProperties:Zugehörige Raumnummer,ArchiCADProperties:Geschützt,ArchiCADProperties:Verknüpfte Änderungen,ArchiCADProperties:Ursprungsgeschoss Name,ArchiCADProperties:Ursprungsgeschoss Nummer,ArchiCADProperties:Name des Eigenschafts-Objekts,ArchiCADProperties:Element-Typ,ArchiCADProperties:Absolutes Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Relatives Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Geschoss für Oberkantenverknüpfung,ArchiCADProperties:Überobjekt-ID,ArchiCADProperties:Baustoffe (Alle),ArchiCADProperties:Oberfläche (Alle),ArchiCADProperties:Hotlink Master-ID,ArchiCADProperties:Deckschraffur,ArchiCADProperties:Umbau-Status,ArchiCADProperties:Anzeigen auf Umbau-Filter,ArchiCADProperties:Oberfläche,ArchiCADProperties:Einheitliche Oberfläche,ArchiCADProperties:Raumname,ArchiCADProperties:Raumnummer,ArchiCADProperties:Raumkategoriename,ArchiCADProperties:Raumkategoriecode,ArchiCADProperties:Verbundene 3D Element(e),ArchiCADProperties:ARCHICAD Klassifizierung - v2.0,IfcWallCommon:ElementID
IfcWall,3VzPWkBm9rHesiVIBbHPaF,tbd,tbd,016 Innenwände ,,DFF5982E-2F02-7546-8DAC-7D22E545990F,3VzPWkBm9rHesiVIBbHPaF,,Gewerbe / Massivbau oi; Gewerbe MAS; Nebenräume / Massivbau ui; Tiefgarage MAS; Verkauf; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,1MljpOk_5xHR0yjKnbyArD,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,56BEDCD8-BBE1-7B45-B03C-B54C65F0AD4D,1MljpOk_5xHR0yjKnbyArD,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Bad,5,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,12Bscv$9FSHBPKSrqYVW1A,tbd,tbd,016 Innenwände ,,422F69B9-FC93-DC44-B654-735D227E004A,12Bscv$9FSHBPKSrqYVW1A,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,1tU$3kGB6zIeGBRwMKHJRl,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,777BF0EE-40B1-BD4A-840B-6FA5944536EF,1tU$3kGB6zIeGBRwMKHJRl,,Bad; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG1,1,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcDoor,0zY9kCAB8iGxQ8RlQh5eqx,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,3D889B8C-28B2-2C43-B688-6EF6AB168D3B,0zY9kCAB8iGxQ8RlQh5eqx,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG1,1,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,2WoRLDsIrUHhyUJRXjdZC3,tbd,tbd,016 Innenwände ,,A0C9B54D-D92D-5E46-BF1E-4DB86D9E3303,2WoRLDsIrUHhyUJRXjdZC3,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen / Holzbau,Wohnen / Holzbau,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3XvLHa5rngJRbiXYuKnezB,tbd,tbd,016 Innenwände ,,E1E55464-175C-6A4D-B96C-862E14C68F4B,3XvLHa5rngJRbiXYuKnezB,,Bad; Gewerbe / Massivbau ui; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,3hqF0ds1crGQN$7Ca_N5z_,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,EBD0F027-D819-B541-A5FF-1CC93E5C5F7E,3hqF0ds1crGQN$7Ca_N5z_,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Bad,5,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcDoor,2Ldzz1QLMLIvaOlFS$6$V$,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Teleskoptür 24,959FDF41-6955-954B-9918-BCF73F1BF7FF,2Ldzz1QLMLIvaOlFS$6$V$,,Gewerbe / Massivbau oi; Gewerbe MAS; Lift; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Treppenhaus,1,False,,OG1,1,,Tür,,,,tbd,,"Metall Chrom; 1805_Fassadenputz; Farbe, grau",,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,0_PTZPC39KG9ZocmCGiVFP,tbd,tbd,016 Innenwände ,,3E65D8D9-3032-5440-98F2-9B0310B1F3D9,0_PTZPC39KG9ZocmCGiVFP,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen / Holzbau,Wohnen / Holzbau,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2fJGDZ0Ki2IQqS_qOFbfE4,tbd,tbd,015 Wohnungstrennwände / Kernwände,,A94D0363-014B-0249-AD1C-FB460F969384,2fJGDZ0Ki2IQqS_qOFbfE4,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,09P0ybDX$HGfoucsY3ljoG,tbd,tbd,016 Innenwände ,,09640F25-361F-D142-9CB8-9B6883BEDC90,09P0ybDX$HGfoucsY3ljoG,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,168CeVP_KtGg3Kn_UZ2E0n,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Blockrahmen 1 24,4620CA1F-67E5-3742-A0D4-C7E7A308E031,168CeVP_KtGg3Kn_UZ2E0n,,Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnen/Essen,3,False,,OG1,1,,Tür,,,,tbd,,FMK Tür- und Fenstergriffe; FMK Wohnungstüre,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,2wTA0WSVf9IALd95mzA5n8,tbd,tbd,016 Innenwände ,,BA74A020-71FA-4948-A567-245C3D285C48,2wTA0WSVf9IALd95mzA5n8,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen / Holzbau,Wohnen / Holzbau,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1GHtQWqovEIxJNUIkelNXy,tbd,tbd,015 Wohnungstrennwände / Kernwände,,504776A0-D32E-4E4B-B4D7-792BA8BD787C,1GHtQWqovEIxJNUIkelNXy,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1umO3j6O1JJuAtp3n1ERbm,tbd,tbd,016 Innenwände ,,78C180ED-1980-534F-82B7-CC3C4139B970,1umO3j6O1JJuAtp3n1ERbm,,Gewerbe / Massivbau oi; Gewerbe MAS; Nebenräume / Massivbau ui; Tiefgarage MAS; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,0K4RSljfAbJuuYFYvolPX0,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,1411B72F-B692-A54F-8E22-3E2E72BD9840,0K4RSljfAbJuuYFYvolPX0,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Bad,5,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,3DgBcq95u6JvrkkCHyOVgM,tbd,tbd,016 Innenwände ,,CDA8B9B4-245E-064F-9D6E-B8C47C61FA96,3DgBcq95u6JvrkkCHyOVgM,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,3cqkb2Q5jAHgEjmZb1xnLl,T-WHG-,T-WHG-,015 Wohnungstrennwände / Kernwände,Blockrahmen 1 24,E6D2E942-685B-4A46-A3AD-C23941EF156F,3cqkb2Q5jAHgEjmZb1xnLl,,Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG1,1,,Tür,,,,tbd,,FMK Tür- und Fenstergriffe; FMK Wohnungstüre,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,3z3e5cTcmMJQKJWI$Jo_OR,tbd,tbd,015 Wohnungstrennwände / Kernwände,,FD0E8166-766C-164D-A513-812FD3CBE61B,3z3e5cTcmMJQKJWI$Jo_OR,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,2eLk97hQQsHhuIvSXYYvMd,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,A856E247-ADA6-B646-BE12-E5C8628B95A7,2eLk97hQQsHhuIvSXYYvMd,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Bad,5,False,,OG1,1,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,0CJGpZhR9AHvo0VV_rjwP1,tbd,tbd,016 Innenwände ,,0C4D0CE3-ADB2-4A47-9C80-7DFFB5B7A641,0CJGpZhR9AHvo0VV_rjwP1,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1vOgZ65eJ2Hu72_6O38UVV,tbd,tbd,016 Innenwände ,,7962A8C6-1684-C247-81C2-F8660321E7DF,1vOgZ65eJ2Hu72_6O38UVV,,Gewerbe / Massivbau oi; Nebenräume / Massivbau ui; Tiefgarage MAS; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,0QoGvhH6nCIBh96FH1jVPC,tbd,tbd,016 Innenwände ,,1AC90E6B-446C-4C48-BAC9-18F441B5F64C,0QoGvhH6nCIBh96FH1jVPC,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen / Holzbau,Wohnen / Holzbau,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2zY0ocMBXKGwdss5BZtQB6,tbd,tbd,050 Geländer Fenster,,BD880CA6-58B8-5443-A9F6-D852E3DDA2C6,2zY0ocMBXKGwdss5BZtQB6,,Wohnen / Holzbau; Wohnen HOL,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,Nicht verknüpft,Nicht verknüpft,Nicht verknüpft,tbd,Glas,Glas Normalglas Brüstung,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,197oF$1wMMIe7nIcnCwm$S,tbd,tbd,016 Innenwände ,,491F23FF-07A5-964A-81F1-4A6C4CEB0FDC,197oF$1wMMIe7nIcnCwm$S,,Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2ont436skRJxANWorkNjhv,tbd,tbd,050 Geländer Fenster,,B2C77103-1B6B-9B4F-B297-832D6E5EDAF9,2ont436skRJxANWorkNjhv,,Wohnen / Holzbau; Wohnen HOL,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,Nicht verknüpft,Nicht verknüpft,Nicht verknüpft,tbd,Glas,Glas Normalglas Brüstung,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcSlab,0cUmrdLtGJHRqDkTtG9C8r,tbd,tbd,025 Decken,,267B0D67-5774-1345-BD0D-B9DDD024C235,0cUmrdLtGJHRqDkTtG9C8r,,Nebenräume / Massivbau ui; Terrasse; Terrasse; Terrasse; Terrasse; Terrasse; Terrasse; Terrasse; Terrasse; Tiefgarage MAS,Terrasse,Raum.Nr.Kurz,False,,OG1,1,,Decke,,,,tbd,"Unterlagsboden Zement 420; Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,"Holz Schalung liegend, 10cm",Bestand,Alle relevanten Filter,,,,,,,,Decke,
IfcDoor,3k0UrfFcPZIQ_Ht4BZNtc3,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,EE01ED69-3E66-6349-AF91-DC42E35F7983,3k0UrfFcPZIQ_Ht4BZNtc3,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Bad,5,False,,OG4,4,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcDoor,0ZQAk4Ou$NG9ctAyh6zOY6,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,2368AB84-638F-D740-99B7-2BCAC6F58886,0ZQAk4Ou$NG9ctAyh6zOY6,,Bad; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG1,1,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,1ElhXOiH6NGxkbSAD5Npjm,tbd,tbd,016 Innenwände ,,4EBEB858-B111-9743-BBA5-70A3455F3B70,1ElhXOiH6NGxkbSAD5Npjm,,Wohnen; Wohnen; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,3zaAImGigYJRfQ4tmOfWb6,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,FD90A4B0-42CA-A24D-BA5A-137C18A60946,3zaAImGigYJRfQ4tmOfWb6,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,10,False,,OG1,1,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,20HJAUi_dYJfDls91Pr_X_,tbd,tbd,016 Innenwände ,,8045329E-B3E9-E24E-936F-D89059D7E87E,20HJAUi_dYJfDls91Pr_X_,,Bad; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,01A2PZyDSGGOTrSbctyxIh,tbd,tbd,016 Innenwände ,,01282663-F0D7-1041-8775-7259B7F3B4AB,01A2PZyDSGGOTrSbctyxIh,,Bad; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnung,,False,,OG4,4,,Wand,DG,Ursprung + 1,Ursprung + 1 (DG),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,1cbprQYWt_J8VqwdbiBots,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,66973D5A-8A0D-FE4C-87F4-EA796C2F2DF6,1cbprQYWt_J8VqwdbiBots,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,11,False,,OG1,1,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWall,2wmMKSBEkAIANR8WDDbEWX,tbd,tbd,016 Innenwände ,,BAC1651C-2CEB-8A48-A5DB-22034D94E821,2wmMKSBEkAIANR8WDDbEWX,,Bad; Nebenräume / Massivbau ui; Tiefgarage MAS; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1Xa8T3ShRNJQXaQv67arM2,tbd,tbd,015 Wohnungstrennwände / Kernwände,,61908743-72B6-D74D-A864-6B9187935582,1Xa8T3ShRNJQXaQv67arM2,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,1CYlihdOlBGgJ9lSSYOHVT,tbd,tbd,050 Geländer Fenster,,4C8AFB2B-9D8B-CB42-A4C9-BDC7226117DD,1CYlihdOlBGgJ9lSSYOHVT,,Wohnen / Holzbau; Wohnen HOL,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,Nicht verknüpft,Nicht verknüpft,Nicht verknüpft,tbd,Glas,Glas Normalglas Brüstung,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,04ta09BtbCGOU68kJaAr8i,tbd,tbd,016 Innenwände ,,04DE4009-2F79-4C41-8786-22E4E42B522C,04ta09BtbCGOU68kJaAr8i,,Gewerbe / Massivbau ui; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung; Zimmer; Zimmer,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsfaserplatte 600; Holzkonstruktion (Dämmung) 550; Gipsfaserplatte 600; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,38ooTxE2GiI9MSBfVnS97w,tbd,tbd,015 Wohnungstrennwände / Kernwände,,C8CB277B-3824-2C48-959C-2E97F17091FA,38ooTxE2GiI9MSBfVnS97w,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Massivbau Beton, Stahlbeton 705",FMK Sichtbeton,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,3y_tPU0xwJIOF42fo$lMFE,tbd,tbd,050 Geländer Fenster,,FCFB765E-03BE-9349-83C4-0A9CBFBD63CE,3y_tPU0xwJIOF42fo$lMFE,,Wohnen / Holzbau; Wohnen HOL,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,Nicht verknüpft,Nicht verknüpft,Nicht verknüpft,tbd,Glas,Glas Normalglas Brüstung,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2Usfqn7kqcHRqxts8pbgGK,tbd,tbd,016 Innenwände ,,9EDA9D31-1EED-2645-BD3B-DF623396A414,2Usfqn7kqcHRqxts8pbgGK,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcWall,2yxlJNo5RZJgbRNAchxeqJ,tbd,tbd,016 Innenwände ,,BCEEF4D7-C856-E34E-A95B-5CA9ABEE8D13,2yxlJNo5RZJgbRNAchxeqJ,,Gewerbe / Massivbau oi; Gewerbe MAS; Verkauf; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnen HOL,Wohnen,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Gipsplatte 320",FMK Verputz Innenräume,,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
IfcDoor,2G67r_kswkHRCzX1z5nagO,tbd,tbd,016 Innenwände ,Blockrahmen 1 24,90187D7E-BB6E-AE45-B33D-841F45C64A98,2G67r_kswkHRCzX1z5nagO,,Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Zimmer,11,False,,OG1,1,,Tür,,,,tbd,,FMK Innentüre; FMK Tür- und Fenstergriffe,,,Bestand,Alle relevanten Filter,,,,,,,,Tür,
IfcWindow,2tvtllZVw6IhfysW1Ap4FN,Fen.Nr.,Fen.Nr.,010 Aussenwände,2-Flügelfenster 24,B7E77BEF-8DFE-864A-BA7C-DA004ACC43D7,2tvtllZVw6IhfysW1Ap4FN,,Wohnen / Holzbau; Wohnen / Holzbau; Wohnen HOL; Wohnen HOL; Wohnung,Wohnen/Essen,3,False,,OG4,4,,Fenster,,,,tbd,,Glas Normalglas; FMK Fensterrahmen Aussen; FMK Fensterrahmen Innen; FMK Tür- und Fenstergriffe; FMK Holzfassade V,,,Bestand,Alle relevanten Filter,,,,,,,,Fenster,
IfcWall,0z7Qmo2RTZJP9Fr60eLpIz,tbd,tbd,016 Innenwände ,,3D1DAC32-09B7-634D-924F-D460285734BD,0z7Qmo2RTZJP9Fr60eLpIz,,Gewerbe / Massivbau oi; Gewerbe MAS; Nebenräume / Massivbau ui; Tiefgarage MAS; Verkauf; Wohnen; Wohnen; Wohnen / Holzbau; Wohnen HOL; Wohnung,Wohnung,,False,,OG1,1,,Wand,OG2,Ursprung + 1,Ursprung + 1 (OG2),tbd,"Verputz, Innen 150; Gipsplatte 320; Metallständer (Dämmung) 450; Gipsplatte 320; Verputz, Innen 150",FMK Verputz Innenräume; 15 Farbe gelb (SP),,,Bestand,Alle relevanten Filter,,,,,,,,Wand,
